ID,Energy_Source,Carbon_Footprint,Smart_Home_Device,Electric_Vehicle,Household_Size,Annual_Water_Usage,Renewable_Investment,Satisfaction_Score
454,Wind,6.16,Thermostat,Yes,7,69.16,Medium,4.08
455,Wind,10.86,Thermostat,Yes,4,70.6,Medium,7.81
456,Solar,11.15,None,Yes,1,68.7,Low,4.78
457,Wind,3.0,Assistant,No,1,79.83,High,4.74
458,Wind,2.17,Lighting,Yes,2,56.75,Medium,8.93
459,Hydro,-1.45,Thermostat,Yes,7,122.95,Low,2.05
460,Fossil,15.99,Assistant,No,1,117.85,Low,6.48
461,Wind,13.83,Thermostat,Yes,5,95.7,Low,9.82
462,Hydro,1.97,Security,No,7,118.81,Medium,5.66
463,Fossil,13.47,None,Yes,2,124.13,Low,3.59
464,Hydro,13.01,None,No,1,132.25,High,7.57
465,Fossil,2.18,Assistant,No,5,161.16,Medium,5.29
466,Nuclear,8.21,Assistant,No,4,96.0,None,4.02
467,Nuclear,18.67,Lighting,No,1,45.15,None,5.33
468,Solar,7.86,Assistant,Yes,5,162.91,Medium,8.05
469,Solar,13.29,Assistant,No,3,116.33,High,7.02
470,Fossil,13.6,None,No,3,77.85,None,5.22
471,Nuclear,12.09,None,Yes,2,54.29,Low,2.45
472,Wind,18.49,None,No,2,83.61,Medium,1.52
473,Wind,6.97,Assistant,Yes,4,53.7,Medium,1.25
474,Fossil,10.99,Assistant,No,2,109.29,High,7.28
475,Solar,16.7,Security,No,1,66.4,Low,5.98
476,Hydro,10.77,Lighting,Yes,2,168.25,Low,5.42
477,Hydro,15.53,Security,No,1,85.99,High,7.09
478,Fossil,16.83,Thermostat,No,4,44.81,Medium,1.64
479,Wind,3.53,None,Yes,2,95.36,Medium,2.46
480,Wind,10.56,Thermostat,No,3,101.9,Low,6.26
481,Hydro,12.08,Security,No,3,85.82,High,7.19
482,Hydro,19.32,Thermostat,Yes,7,154.13,Low,4.38
483,Nuclear,13.5,Security,Yes,5,140.13,Medium,9.13
484,Nuclear,6.07,Security,No,3,134.13,None,1.15
485,Wind,13.87,Security,Yes,1,90.4,Low,6.96
486,Hydro,15.52,Assistant,No,7,153.85,Low,4.82
487,Wind,6.59,Lighting,No,2,93.17,High,2.2
488,Wind,6.62,Security,Yes,7,89.89,Low,8.8
489,Wind,13.63,Security,Yes,7,84.61,None,1.78
490,Fossil,10.85,Thermostat,Yes,5,138.97,High,3.14
491,Wind,17.54,Security,No,3,76.81,Medium,3.08
492,Hydro,2.61,None,No,3,68.19,Medium,3.25
493,Fossil,9.71,Security,No,7,93.24,Medium,8.77
494,Fossil,15.5,Lighting,No,4,103.22,Low,7.49
495,Wind,13.71,Thermostat,Yes,3,45.38,High,9.63
496,Solar,18.29,Assistant,No,4,122.11,Medium,2.97
497,Solar,10.6,Thermostat,Yes,5,121.1,Low,1.16
498,Nuclear,9.99,None,No,4,129.68,High,3.07
499,Hydro,21.11,None,No,3,119.45,None,5.38
500,Fossil,15.17,None,No,6,144.23,Low,3.31
501,Solar,13.58,None,Yes,1,102.65,None,9.09
502,Nuclear,13.84,Assistant,No,4,114.94,Low,1.35
503,Wind,7.89,Security,Yes,6,132.05,High,7.17
504,Wind,0.73,Security,Yes,4,120.91,Medium,6.71
505,Hydro,9.1,Thermostat,No,5,126.22,None,5.54
506,Hydro,8.02,Assistant,No,3,70.49,Low,4.14
507,Hydro,9.1,None,Yes,3,106.75,Low,7.03
508,Hydro,11.34,Thermostat,Yes,1,83.32,High,6.12
509,Fossil,8.93,Lighting,No,7,112.68,Low,1.14
510,Hydro,14.94,Assistant,Yes,7,135.98,None,2.02
511,Nuclear,13.05,Thermostat,No,5,170.93,Low,4.08
512,Nuclear,14.2,Assistant,Yes,5,126.65,None,9.95
513,Hydro,-3.64,Security,No,7,82.26,High,7.67
514,Wind,-2.92,Lighting,Yes,1,77.86,High,3.44
515,Hydro,12.14,None,Yes,5,68.95,Low,4.8
516,Nuclear,5.78,None,Yes,2,127.52,None,5.23
517,Wind,12.7,Thermostat,No,7,83.13,High,7.33
518,Nuclear,10.61,Thermostat,No,3,97.15,None,6.26
519,Hydro,14.69,None,No,7,96.05,Low,1.5
520,Solar,8.34,Lighting,Yes,1,101.9,Medium,6.68
521,Nuclear,4.5,Lighting,Yes,5,129.13,Low,3.61
522,Wind,10.21,Assistant,Yes,7,109.27,None,8.81
523,Solar,8.38,Security,Yes,7,127.81,Medium,7.41
524,Nuclear,11.7,Lighting,Yes,4,86.03,None,6.54
525,Wind,13.17,None,Yes,3,108.59,High,4.47
526,Nuclear,13.6,Lighting,No,6,92.07,High,3.11
527,Nuclear,6.12,None,Yes,3,90.25,High,9.46
528,Fossil,10.85,None,No,6,75.33,Low,1.22
529,Solar,27.4,None,Yes,5,97.12,None,3.8
530,Fossil,5.4,None,No,7,143.94,None,5.73
531,Nuclear,7.98,None,Yes,6,142.58,High,3.3
532,Nuclear,4.62,Security,No,5,87.32,Low,5.17
533,Hydro,5.59,None,No,6,44.42,High,2.11
534,Hydro,7.02,Assistant,Yes,7,108.15,Medium,8.98
535,Nuclear,-0.64,None,No,1,84.87,Medium,1.5
536,Nuclear,7.49,Assistant,Yes,6,45.34,None,8.39
537,Fossil,12.19,None,No,2,105.8,High,1.33
538,Solar,10.73,Assistant,Yes,4,52.32,High,8.52
539,Hydro,10.27,Assistant,No,6,107.14,None,2.99
540,Wind,13.97,Security,No,6,69.94,None,7.12
541,Solar,17.87,None,No,3,93.06,None,2.51
542,Nuclear,12.12,None,No,7,100.11,High,7.22
543,Nuclear,15.69,Thermostat,No,7,102.22,Low,6.46
544,Nuclear,-1.7,Thermostat,No,6,19.39,Medium,4.65
545,Fossil,11.31,Security,No,2,147.33,High,3.43
546,Nuclear,7.04,Assistant,No,1,82.53,High,1.32
547,Wind,13.21,Assistant,No,2,144.73,Low,6.79
548,Nuclear,9.5,Lighting,Yes,2,71.71,High,4.25
549,Solar,10.4,Assistant,Yes,1,98.5,Medium,4.71
550,Nuclear,16.05,Assistant,Yes,2,93.18,Medium,7.94
551,Hydro,13.09,Lighting,Yes,5,97.19,Medium,9.1
552,Nuclear,9.39,Thermostat,Yes,3,94.3,High,6.62
553,Hydro,15.74,Security,Yes,6,117.51,Low,7.76
554,Fossil,3.73,Thermostat,Yes,2,65.47,None,4.73
555,Hydro,14.17,Security,Yes,4,109.7,High,9.16
556,Fossil,7.07,Thermostat,Yes,1,37.41,Medium,2.97
557,Wind,5.69,Thermostat,Yes,6,98.65,None,2.12
558,Wind,4.94,Security,Yes,2,104.29,High,3.8
559,Wind,8.65,Security,No,6,88.65,Low,7.53
560,Fossil,15.9,Security,No,7,136.89,High,3.29
561,Solar,15.33,None,No,2,147.97,None,5.89
562,Nuclear,7.29,None,Yes,4,112.23,High,2.8
563,Fossil,11.21,Lighting,No,7,131.81,High,3.67
564,Wind,9.67,None,No,7,103.2,Low,7.86
565,Hydro,3.16,Security,No,2,129.29,Medium,2.17
566,Hydro,13.32,Thermostat,No,7,115.52,None,3.56
567,Nuclear,16.12,Assistant,No,3,69.54,Medium,2.64
568,Hydro,3.85,None,No,5,104.9,None,8.24
569,Wind,8.14,Thermostat,Yes,5,127.48,High,6.87
570,Hydro,-1.82,Security,No,5,86.61,Low,1.89
571,Wind,9.59,Lighting,Yes,3,183.29,Medium,6.09
572,Solar,3.2,Assistant,Yes,5,47.42,High,6.63
573,Nuclear,9.87,Lighting,No,4,74.58,None,5.85
574,Hydro,12.17,None,No,6,141.45,Low,1.52
575,Hydro,11.18,Assistant,Yes,4,55.67,None,7.24
576,Hydro,1.7,None,No,7,98.02,None,7.94
577,Nuclear,6.65,Security,No,2,84.71,Low,7.43
578,Fossil,15.19,Assistant,Yes,6,103.96,Low,3.77
579,Wind,12.95,Lighting,Yes,1,109.07,Low,8.58
580,Wind,10.7,None,No,2,132.29,None,9.83
581,Fossil,12.31,Assistant,No,5,74.77,High,9.55
582,Fossil,4.21,Lighting,Yes,3,7.55,None,9.68
583,Wind,6.81,Thermostat,Yes,7,99.1,Medium,5.86
584,Hydro,7.38,Lighting,Yes,3,97.71,Medium,5.34
585,Wind,11.23,Assistant,No,2,93.67,Low,7.3
586,Fossil,6.66,Lighting,Yes,7,104.17,Low,5.34
587,Wind,8.64,Lighting,No,5,112.79,Medium,3.76
588,Wind,10.29,None,Yes,4,102.19,High,3.97
589,Wind,9.18,None,Yes,2,108.21,Low,4.4
590,Fossil,23.35,Thermostat,No,7,86.14,High,5.06
591,Nuclear,6.41,None,No,1,98.52,High,7.88
592,Hydro,15.54,None,Yes,3,89.93,High,8.48
593,Hydro,12.66,Security,Yes,1,112.96,Low,3.53
594,Nuclear,10.22,Thermostat,Yes,6,92.41,None,7.2
595,Nuclear,7.05,Lighting,Yes,6,86.62,Medium,4.95
596,Solar,18.5,None,Yes,4,39.78,None,2.23
597,Hydro,9.3,Security,Yes,7,127.72,High,2.67
598,Hydro,4.17,Thermostat,Yes,6,104.78,High,1.43
599,Hydro,13.41,Lighting,Yes,6,101.91,Low,2.04
600,Hydro,9.13,Security,Yes,3,60.21,High,9.27
601,Fossil,11.43,Assistant,Yes,2,103.27,Medium,7.28
602,Solar,0.83,Assistant,No,4,83.83,None,4.97
603,Wind,12.4,Assistant,Yes,1,83.55,None,4.42
604,Fossil,11.78,None,Yes,1,96.41,High,4.87
605,Fossil,12.63,None,No,5,130.66,Low,6.2
606,Solar,12.3,Lighting,Yes,3,76.2,Medium,9.33
607,Hydro,12.94,Assistant,Yes,4,27.51,High,1.87
608,Wind,9.71,Security,Yes,5,123.2,Low,6.36
609,Nuclear,4.71,Thermostat,Yes,6,86.84,Low,7.32
610,Wind,14.85,Thermostat,Yes,3,119.38,Medium,5.64
611,Fossil,9.26,Assistant,No,2,58.19,High,3.81
612,Fossil,14.61,Assistant,Yes,3,80.14,High,1.73
613,Hydro,4.05,Lighting,No,7,165.01,None,9.63
614,Nuclear,6.97,Lighting,No,7,132.98,Medium,5.79
615,Nuclear,5.88,Lighting,No,3,96.39,High,2.72
616,Fossil,13.07,Security,Yes,4,85.08,None,9.13
617,Fossil,13.2,None,No,2,80.61,Low,5.1
618,Solar,3.65,Assistant,Yes,1,101.83,Medium,7.81
619,Wind,6.01,Assistant,Yes,2,71.65,Medium,1.5
620,Solar,13.87,Thermostat,Yes,2,60.44,None,6.58
621,Fossil,5.28,Lighting,No,1,69.93,Low,6.68
622,Nuclear,9.93,Assistant,Yes,7,94.12,Medium,4.35
623,Solar,8.37,Assistant,No,5,121.97,High,9.05
624,Hydro,4.27,Assistant,No,5,85.51,High,9.78
625,Solar,-3.5,Thermostat,Yes,2,114.26,High,7.78
626,Fossil,4.26,Security,Yes,1,56.44,Medium,2.35
627,Hydro,18.26,Thermostat,No,2,124.95,None,1.21
628,Fossil,9.18,Assistant,No,5,141.26,High,1.35
629,Hydro,6.22,Assistant,Yes,7,66.45,Low,1.48
630,Nuclear,15.36,None,Yes,7,146.91,None,3.27
631,Nuclear,14.53,None,Yes,7,110.56,Low,8.41
632,Nuclear,13.01,Security,Yes,4,85.48,Low,8.47
633,Nuclear,0.86,Thermostat,No,5,111.38,High,2.83
634,Hydro,18.54,None,No,5,117.93,None,9.75
635,Hydro,9.28,None,No,2,120.29,None,2.03
636,Hydro,14.87,Thermostat,Yes,1,115.6,High,8.86
637,Hydro,15.88,Thermostat,Yes,3,98.68,Medium,6.52
638,Fossil,6.57,None,No,7,161.39,Medium,6.19
639,Wind,5.1,Security,Yes,1,84.5,Medium,9.48
640,Solar,6.34,Thermostat,Yes,3,102.99,Low,4.78
641,Fossil,13.39,Lighting,Yes,4,70.51,High,5.07
642,Nuclear,5.14,Thermostat,Yes,3,80.82,None,6.45
643,Fossil,2.91,Security,No,1,133.79,Medium,3.97
644,Solar,17.96,Thermostat,Yes,2,75.69,High,3.78
645,Hydro,18.19,Lighting,Yes,7,130.46,None,9.52
646,Wind,13.41,None,No,4,81.38,Low,9.71
647,Solar,14.72,Thermostat,No,6,110.99,Medium,7.28
648,Fossil,-0.99,Assistant,No,2,135.78,Medium,7.19
649,Fossil,13.06,None,No,1,124.52,Medium,4.89
650,Hydro,4.09,Thermostat,No,1,67.62,High,1.69
651,Nuclear,8.16,Lighting,No,1,155.89,Medium,2.2
652,Solar,17.76,Assistant,Yes,1,101.39,Low,4.97
653,Hydro,7.05,Thermostat,No,5,64.12,None,5.33
654,Nuclear,7.62,Lighting,No,3,99.93,Low,7.57
655,Fossil,14.1,None,No,3,89.0,High,1.9
656,Solar,15.44,Assistant,No,6,119.84,High,2.8
657,Solar,15.79,None,Yes,2,97.0,Low,1.03
658,Wind,2.22,Security,Yes,7,70.56,None,4.33
659,Solar,4.3,Thermostat,Yes,3,109.1,High,8.29
660,Hydro,14.44,Security,No,4,78.3,High,1.72
661,Solar,10.93,Security,Yes,1,121.79,High,9.68
662,Solar,11.35,Assistant,No,4,126.55,Medium,9.86
663,Solar,5.45,Assistant,No,3,98.23,Low,6.44
664,Hydro,11.53,Security,No,6,76.7,Low,2.1
665,Fossil,16.08,Thermostat,No,3,62.44,Low,6.27
666,Fossil,8.77,Thermostat,Yes,5,79.17,High,1.16
667,Nuclear,11.93,Security,No,2,116.39,High,9.9
668,Hydro,8.39,Security,No,1,57.62,Low,9.47
669,Solar,11.22,None,Yes,5,65.91,Low,3.05
670,Wind,6.59,Security,No,2,112.41,High,6.62
671,Solar,10.5,Security,Yes,4,93.53,Low,8.1
672,Wind,6.6,Security,No,6,95.82,Medium,4.79
673,Solar,4.08,Thermostat,Yes,3,188.01,High,3.23
674,Nuclear,12.82,None,Yes,6,58.9,Medium,2.14
675,Solar,13.19,None,No,6,114.59,Medium,9.98
676,Wind,15.13,Thermostat,Yes,3,153.28,Low,7.92
677,Fossil,11.74,Thermostat,Yes,6,128.1,Medium,8.47
678,Fossil,2.89,Assistant,No,4,84.64,Medium,3.24
679,Solar,8.42,Assistant,Yes,5,117.5,Medium,7.21
680,Solar,7.13,Security,No,1,53.44,High,3.22
681,Wind,9.27,Security,Yes,4,108.74,None,9.42
682,Nuclear,12.6,None,No,5,82.3,High,1.12
683,Hydro,12.19,Thermostat,Yes,3,102.86,High,5.01
684,Nuclear,5.28,Assistant,Yes,4,44.59,None,8.71
685,Fossil,4.41,None,Yes,3,97.87,High,9.08
686,Hydro,1.94,Lighting,Yes,6,144.48,Low,5.59
687,Solar,17.88,None,Yes,1,142.71,None,8.41
688,Wind,16.95,Assistant,No,1,84.74,Low,4.81
689,Fossil,16.0,None,Yes,4,51.4,High,2.02
690,Wind,16.51,Lighting,No,3,96.75,None,8.96
691,Wind,6.83,Thermostat,No,3,88.08,Low,3.55
692,Wind,9.5,Lighting,Yes,3,76.48,Medium,2.25
693,Fossil,1.8,None,No,3,158.41,None,9.08
694,Nuclear,6.94,Assistant,Yes,7,113.96,Medium,3.47
695,Hydro,10.69,Security,Yes,7,81.61,Medium,9.49
696,Nuclear,6.88,Assistant,No,6,112.18,None,4.84
697,Solar,15.51,Assistant,Yes,5,106.03,High,7.74
698,Fossil,0.32,Assistant,No,1,96.05,Medium,8.33
699,Solar,12.82,None,No,1,97.76,High,6.36
700,Wind,12.32,Assistant,Yes,7,170.24,High,1.52
701,Nuclear,12.84,Security,Yes,5,94.57,Medium,7.78
702,Nuclear,6.55,Assistant,Yes,1,77.49,Low,1.02
703,Solar,15.21,Thermostat,No,2,88.29,None,8.73
704,Wind,5.09,Assistant,No,6,93.27,High,3.88
705,Nuclear,9.53,Security,No,3,127.6,Low,8.65
706,Solar,14.51,Lighting,No,3,114.63,High,2.88
707,Nuclear,5.03,Assistant,Yes,2,56.26,Medium,8.19
708,Nuclear,13.62,Security,Yes,4,124.35,Low,9.92
709,Solar,1.97,Assistant,No,3,82.91,Medium,1.31
710,Hydro,13.03,Assistant,No,1,87.95,None,2.31
711,Wind,9.63,Thermostat,No,5,85.44,High,9.77
712,Nuclear,11.35,None,No,7,80.91,None,4.73
713,Fossil,10.42,Assistant,Yes,2,127.1,Low,6.33
714,Nuclear,6.85,Assistant,Yes,1,119.14,High,9.79
715,Solar,8.82,None,Yes,5,147.32,Low,5.88
716,Hydro,8.26,None,Yes,6,117.55,None,1.56
717,Nuclear,17.45,Lighting,Yes,7,81.34,Medium,5.04
718,Solar,21.28,Assistant,No,4,114.95,None,1.76
719,Solar,15.5,Thermostat,No,4,114.14,Medium,3.46
720,Wind,10.6,Security,Yes,5,133.54,Medium,4.92
721,Wind,11.49,Security,Yes,7,93.73,Medium,2.79
722,Fossil,6.6,None,No,2,116.62,None,7.94
723,Wind,12.41,None,No,2,136.75,Medium,5.23
724,Nuclear,13.39,Assistant,No,3,82.07,High,4.05
725,Nuclear,5.6,Thermostat,No,7,83.92,None,4.48
726,Hydro,7.49,None,Yes,1,98.91,Medium,7.62
727,Wind,12.34,Thermostat,No,7,124.52,High,7.15
728,Nuclear,10.26,Thermostat,No,2,105.39,None,1.6
729,Hydro,16.01,Thermostat,Yes,7,119.23,High,8.07
730,Nuclear,16.01,Lighting,No,1,117.89,High,5.95
731,Wind,11.08,Lighting,Yes,1,-8.81,High,4.72
732,Nuclear,13.42,Lighting,Yes,2,109.41,None,4.76
733,Hydro,7.48,Assistant,No,5,153.31,High,1.85
734,Solar,5.71,Lighting,No,7,82.88,Low,5.67
735,Solar,6.01,Lighting,No,7,138.87,None,7.87
736,Wind,3.48,None,Yes,4,170.89,Medium,5.36
737,Wind,4.55,None,Yes,3,119.41,Low,7.32
738,Solar,-0.53,Security,Yes,6,96.17,Medium,2.64
739,Fossil,11.35,Thermostat,No,3,87.0,Medium,5.18
740,Hydro,9.32,Lighting,Yes,6,152.51,Low,6.0
741,Hydro,10.96,None,No,2,78.06,None,1.38
742,Hydro,13.51,Thermostat,Yes,1,139.96,Low,4.01
743,Nuclear,8.71,Thermostat,No,4,66.5,Medium,4.93
744,Solar,10.23,None,Yes,1,101.93,Low,2.06
745,Wind,14.15,None,Yes,4,118.3,Medium,4.87
746,Solar,22.46,Lighting,Yes,1,73.39,Low,5.23
747,Hydro,13.38,Security,No,2,66.32,None,2.18
748,Nuclear,13.12,Security,Yes,6,96.93,Medium,2.12
749,Fossil,19.54,Security,Yes,1,132.94,High,9.24
750,Solar,8.7,Thermostat,Yes,1,96.41,Medium,2.68
751,Solar,20.13,Thermostat,No,7,76.82,Low,6.99
752,Wind,13.34,Assistant,No,2,91.43,Medium,9.78
753,Solar,10.96,Thermostat,Yes,6,55.23,None,8.93
754,Solar,7.03,None,Yes,3,108.55,Low,4.59
755,Hydro,16.45,None,Yes,1,136.04,Medium,7.46
756,Hydro,15.65,Thermostat,Yes,6,19.29,High,8.03
757,Solar,19.11,None,Yes,4,104.81,Medium,2.26
758,Solar,10.81,Thermostat,No,1,102.39,Low,9.01
759,Nuclear,6.16,Lighting,No,1,71.09,High,6.67
760,Solar,8.69,Security,No,1,112.44,None,4.13
761,Nuclear,9.06,Lighting,Yes,6,93.61,Low,5.59
762,Solar,7.68,Thermostat,No,4,84.87,High,4.55
763,Fossil,15.58,Thermostat,Yes,4,111.69,Low,5.96
764,Hydro,10.06,Security,Yes,6,114.25,High,1.15
765,Nuclear,15.91,Security,No,5,108.08,High,3.32
766,Solar,7.18,Security,Yes,4,59.25,Medium,2.02
767,Solar,12.05,Lighting,Yes,2,53.65,None,4.31
768,Hydro,12.75,Assistant,Yes,3,106.23,None,3.23
769,Wind,13.37,Lighting,No,2,57.88,Low,8.18
770,Solar,15.69,None,No,6,72.55,None,7.48
771,Solar,9.84,Security,No,1,83.37,High,8.85
772,Hydro,12.62,Assistant,Yes,4,41.8,None,5.6
773,Wind,14.78,Thermostat,Yes,7,77.42,Medium,7.44
774,Fossil,9.09,None,Yes,6,93.89,Low,7.39
775,Nuclear,5.76,Security,Yes,2,66.78,Low,6.55
776,Nuclear,10.92,None,No,2,158.75,High,4.04
777,Fossil,6.94,None,Yes,6,114.8,None,3.55
778,Hydro,12.02,Lighting,No,5,106.45,High,9.63
779,Nuclear,15.63,Assistant,No,2,122.43,Low,1.74
780,Hydro,16.6,Lighting,Yes,1,147.21,Medium,4.12
781,Hydro,20.24,Lighting,No,6,99.56,None,7.22
782,Solar,11.01,None,No,1,77.15,Low,9.95
783,Fossil,15.3,Lighting,Yes,3,118.0,Low,1.91
784,Wind,16.16,Security,Yes,6,123.34,Medium,6.9
785,Solar,11.87,Thermostat,No,6,117.32,None,4.82
786,Nuclear,17.33,Assistant,Yes,3,108.51,Low,4.5
787,Hydro,15.13,Lighting,No,6,63.25,None,5.43
788,Wind,14.72,Thermostat,No,4,102.5,None,2.76
789,Fossil,6.39,Assistant,Yes,1,122.37,High,3.41
790,Nuclear,11.67,Lighting,Yes,3,117.63,None,8.16
791,Hydro,15.76,Lighting,Yes,7,132.13,High,4.37
792,Wind,10.17,Security,No,4,115.46,Low,2.89
793,Wind,9.45,Thermostat,No,1,123.61,Low,3.03
794,Solar,4.01,Assistant,No,4,129.32,None,3.85
795,Hydro,8.29,Assistant,No,3,105.07,Low,9.86
796,Fossil,14.11,Assistant,No,6,113.45,Medium,9.07
797,Wind,13.89,Lighting,No,6,60.15,None,4.2
798,Fossil,2.16,Lighting,Yes,2,54.46,High,7.16
799,Nuclear,18.01,Lighting,No,1,114.32,Low,5.17
800,Hydro,1.83,Assistant,Yes,5,91.71,High,4.46
801,Solar,14.7,Lighting,No,1,146.81,High,9.72
802,Hydro,7.6,Lighting,Yes,1,111.63,High,2.48
803,Fossil,10.67,Assistant,No,4,90.67,None,8.8
804,Wind,9.91,Assistant,No,2,128.01,Medium,4.76
805,Solar,10.37,Security,No,5,127.8,Low,2.89
806,Nuclear,6.27,Thermostat,Yes,6,138.91,None,2.34
807,Wind,4.93,Lighting,No,4,113.48,None,1.22
808,Solar,18.72,None,Yes,3,83.74,Low,2.4
809,Solar,8.84,Security,Yes,3,163.7,Low,6.49
810,Hydro,8.58,Assistant,No,5,113.54,Medium,1.88
811,Solar,5.9,Security,Yes,6,78.52,None,9.57
812,Nuclear,3.78,Security,No,3,89.75,Low,8.19
813,Solar,8.97,Assistant,No,4,88.28,Medium,9.24
814,Fossil,14.24,None,No,2,98.58,None,2.27
815,Solar,14.43,None,No,5,134.14,None,3.25
816,Nuclear,5.54,Thermostat,Yes,1,113.74,Low,9.35
817,Nuclear,11.54,Assistant,Yes,3,93.52,High,1.09
818,Nuclear,0.7,Thermostat,No,7,135.5,Low,8.22
819,Nuclear,11.8,Assistant,Yes,1,84.16,Medium,4.95
820,Nuclear,9.27,Thermostat,Yes,5,76.52,Low,7.7
821,Fossil,14.08,Assistant,No,2,70.3,None,7.94
822,Solar,16.89,None,No,7,93.79,High,5.81
823,Solar,7.4,Security,No,5,123.59,Medium,2.97
824,Solar,6.58,Thermostat,Yes,4,110.9,Low,5.22
825,Wind,5.64,Lighting,Yes,7,88.95,Low,6.88
826,Hydro,8.56,Security,No,5,87.94,None,3.89
827,Nuclear,10.48,Lighting,Yes,5,131.98,High,8.32
828,Wind,9.9,None,Yes,7,131.2,Low,8.7
829,Nuclear,12.95,Assistant,Yes,5,144.67,None,1.18
830,Nuclear,2.05,Assistant,No,2,49.21,Low,3.3
831,Fossil,16.99,None,No,2,67.41,None,6.73
832,Solar,8.91,Lighting,Yes,6,51.39,None,9.7
833,Fossil,13.94,Thermostat,Yes,4,104.4,Medium,7.44
834,Fossil,14.26,Lighting,No,5,89.19,High,5.64
835,Solar,14.55,Assistant,Yes,7,126.57,None,1.96
836,Fossil,15.61,Security,No,7,114.72,High,6.01
837,Nuclear,-0.69,Thermostat,Yes,7,102.13,None,6.87
838,Solar,14.32,Thermostat,Yes,7,64.21,None,9.01
839,Fossil,14.41,Thermostat,No,2,95.99,Medium,2.04
840,Solar,4.48,Assistant,Yes,4,109.56,Low,4.46
841,Nuclear,5.22,Thermostat,Yes,7,100.28,Low,8.38
842,Hydro,5.81,Security,Yes,7,71.94,Low,8.84
843,Solar,2.69,Lighting,Yes,3,108.39,Low,3.09
844,Nuclear,9.21,Security,Yes,4,90.12,Low,7.78
845,Fossil,8.94,Thermostat,Yes,2,112.19,Medium,5.56
846,Hydro,16.11,Lighting,Yes,7,71.28,Low,2.36
847,Fossil,12.87,Security,No,2,73.05,None,8.33
848,Nuclear,10.18,Security,Yes,6,110.25,Low,6.18
849,Hydro,-13.3,Assistant,No,2,126.4,None,4.63
850,Nuclear,9.51,Lighting,Yes,2,119.1,Low,2.91
851,Solar,14.39,None,Yes,4,123.52,Low,9.81
852,Nuclear,14.63,Assistant,No,3,133.49,Low,5.49
853,Fossil,2.05,Security,Yes,1,41.57,High,8.42
854,Hydro,11.59,Thermostat,No,7,86.74,Medium,8.68
855,Wind,13.98,None,Yes,3,186.73,Medium,7.43
856,Hydro,4.54,Assistant,Yes,1,73.66,None,3.87
857,Wind,9.32,None,Yes,5,69.3,None,8.32
858,Wind,-3.56,None,No,1,148.62,None,7.9
859,Solar,13.61,Thermostat,Yes,5,78.22,Medium,4.65
860,Fossil,3.15,Security,Yes,7,100.24,High,7.89
861,Hydro,3.99,Thermostat,No,5,119.04,High,8.33
862,Wind,13.9,Thermostat,No,6,135.46,Medium,7.35
863,Wind,4.01,Thermostat,Yes,2,96.51,Medium,1.54
864,Wind,18.59,Security,Yes,5,125.17,None,7.15
865,Wind,10.47,Security,No,6,138.24,Low,4.77
866,Solar,22.54,None,No,7,95.2,None,7.09
867,Nuclear,2.17,Assistant,Yes,6,71.25,Low,9.1
868,Wind,6.93,None,Yes,6,150.14,Medium,3.36
869,Hydro,10.82,Lighting,Yes,1,120.08,Medium,9.69
870,Hydro,12.69,Thermostat,No,4,80.02,High,4.13
871,Nuclear,12.62,Thermostat,No,1,131.69,None,7.68
872,Wind,11.43,None,Yes,3,128.64,High,2.83
873,Wind,4.37,None,No,4,137.59,Low,4.33
874,Wind,10.72,Security,No,6,92.56,High,6.54
875,Solar,7.26,Lighting,No,7,150.04,Low,7.68
876,Hydro,8.38,Security,Yes,2,86.8,Low,1.49
877,Fossil,3.17,Assistant,No,6,123.35,High,2.95
878,Wind,6.64,None,No,6,90.88,Medium,1.74
879,Fossil,8.15,Lighting,No,2,86.93,High,1.74
880,Wind,5.84,Lighting,Yes,2,119.2,Medium,5.06
881,Hydro,16.87,Lighting,No,6,53.26,High,5.79
882,Nuclear,17.03,Thermostat,Yes,5,37.73,None,7.68
883,Hydro,13.07,None,No,2,120.6,None,5.97
884,Hydro,11.9,Thermostat,No,3,139.59,Medium,3.14
885,Wind,0.09,Lighting,No,5,88.62,High,2.79
886,Nuclear,12.76,Security,No,2,115.31,None,1.64
887,Nuclear,5.3,None,Yes,1,159.19,Low,1.73
888,Fossil,7.86,Thermostat,No,3,77.87,Low,1.59
889,Solar,10.32,Lighting,No,3,120.58,None,5.11
890,Nuclear,5.94,Thermostat,No,1,72.77,High,5.23
891,Nuclear,7.15,Thermostat,Yes,7,81.4,Medium,7.03
892,Fossil,14.53,None,No,7,72.47,High,6.28
893,Hydro,2.75,Security,No,6,59.58,None,6.1
894,Fossil,13.55,Security,No,3,72.53,None,3.76
895,Fossil,3.72,Assistant,No,2,59.72,High,7.25
896,Fossil,10.25,Security,No,7,38.06,Medium,7.16
897,Nuclear,22.26,Assistant,No,1,81.01,Low,4.24
898,Solar,5.4,Assistant,Yes,6,97.7,High,8.83
899,Solar,11.2,Security,Yes,4,83.77,High,9.66
900,Solar,10.1,Lighting,Yes,6,128.56,None,2.87
901,Solar,16.25,Thermostat,No,5,74.28,High,1.17
902,Nuclear,16.35,None,No,3,65.2,Medium,4.08
903,Wind,8.46,Assistant,Yes,6,83.25,High,8.82
904,Hydro,14.4,Lighting,No,3,149.39,Low,5.29
905,Solar,1.42,None,Yes,7,103.14,None,9.06
